OBJECTID,ADDRESSTBL,BIN,ST_NUMBER,STREET,TYPE,NAME,DESCRIP,MAX_HEIGHT,COMMENT,STATUS,CONDITION
45281,Y,477115487,7,UNIVERSITY CT, , , , , , , 
45282,Y,477415489,5,LATROBE CT, , , , , , , 
45283,Y,479215502,4,LATROBE CT, , , , , , , 
45284,Y,479415507,6,UNIVERSITY CT, , , , , , , 
45285,Y,481515509,144,CHANCELLOR ST, , , , , , , 
45286,Y,478715511,359,10 1/2 ST NW, , , , , , , 
45287,Y,478515514,351,11TH ST NW, , , , , , , 
45288,Y,480415516,358,14TH ST NW, , , , , , , 
45289,Y,482415518,354,11TH ST NW, , , , , , , 
45290,Y,481815524,5,UNIVERSITY CT, , , , , , , 
45291,Y,483215531,129,CHANCELLOR ST, , , , , , , 
45292,Y,483115540,4,UNIVERSITY CT, , , , , , , 
45293,Y,485415547,347,10 1/2 ST NW, , , , , , , 
45294,Y,483715549,345+,11TH ST NW, , , , , , , 
45295,Y,486615556,346,11TH ST NW, , , , , , , 
45296,Y,485515558,354,14TH ST NW, , , , , , , 
45297,Y,487315579,336,15TH ST NW, , , , , , , 
45298,Y,490515580,136,CHANCELLOR ST, , , , , , , 
45299,Y,491115582,1004,WEST ST, , , , , , , 
45300,Y,489415584,341-A,11TH ST NW, , , , , , , 
45301,Y,490715588,342,11TH ST NW, , , , , , , 
45302,Y,487215589,353,10 1/2 ST NW, , , , , , , 
45303,Y,491915601,354,10 1/2 ST NW, , , , , , , 
45304,Y,490615602,350,14TH ST NW, , , , , , , 
45305,Y,491415612,349,10 1/2 ST NW, , , , , , , 
45306,Y,491615617,333,14TH ST NW, , , , , , , 
45307,Y,492715621,332+,15TH ST NW, , , , , , , 
45308,Y,489715625,1311,JOHN ST, , , , , , , 
45309,Y,468715629,1307,JOHN ST, , , , , , , 
45310,Y,494315630,340,11TH ST NW, , , , , , , 
45311,Y,495215632,352,10 1/2 ST NW, , , , , , , 
45312,Y,492015639,1309,JOHN ST, , , , , , , 
45313,Y,494915649,345,10 1/2 ST NW, , , , , , , 
45314,Y,497915657,348,10 1/2 ST NW, , , , , , , 
45315,Y,495415662,327,14TH ST NW, , , , , , , 
45316,Y,497715664,338,11TH ST NW, , ,per ADEPT early 2015, , , , 
45317,Y,495615673,1305,JOHN ST, , , , , , , 
45318,Y,497015676,330+,15TH ST NW, , , , , , , 
45319,Y,498315681,343,10 1/2 ST NW, , , , , , , 
45320,Y,498015682,353-COTT,10TH ST NW, , , , , , , 
45321,Y,498015684,353+,10TH ST NW, , , , , , , 
45322,Y,500015685,346,10 1/2 ST NW, , , , , , , 
45323,Y,499415688,322,14TH ST NW, , , , , , , 
45325,Y,489415693,341,11TH ST NW, , , , , , , 
45326,Y,499515700,1223,JOHN ST, , , , , , , 
45327,Y,501215707,341,10 1/2 ST NW, , , , , , , 
45328,Y,500715716,1221,JOHN ST, , , , , , , 
45329,Y,500115726,323,14TH ST NW, , , , , , , 
45330,Y,1394415731,1310,JOHN ST, , , , , , , 
45331,Y,504015736,320,14TH ST NW, , , , , , , 
45332,Y,505715738,340,10 1/2 ST NW, , , , , , , 
45333,Y,1394415740,1308,JOHN ST, , , , , , , 
45334,Y,504615742,328+,15TH ST NW, , , , , , , 
45335,Y,502415744,1219,JOHN ST, , , , , , , 
45336,Y,505315747,349,10TH ST NW, , , , , , , 
45337,Y,504715751,339,10 1/2 ST NW, , ,per ADEPT early 2015, , , , 
45338,Y,443315140,443-COTT,14TH ST NW, , , , , , , 
45339,Y,442915149,1532,VIRGINIA AVE, , , , , , , 
45340,Y,443515150,404,15TH ST NW, , , , , , , 
45341,Y,439415154,1503,VIRGINIA AVE, , , , , , , 
45342,Y,444615162,1200,GORDON AVE, , , , , , , 
45343,Y,443315163,443,14TH ST NW, , , , , , , 
45344,Y,445515166,516,11TH ST NW, , , , , , , 
45345,Y,445115169,1101,GORDON AVE, , , , , , , 
45346,Y,444715174,421,10 1/2 ST NW, , , , , , , 
45347,Y,445415179,1530+,VIRGINIA AVE, , , , , , , 
45348,Y,445915182,417,12TH ST NW, , , , , , , 
45349,Y,454315197,1522+,VIRGINIA AVE, , , , , , , 
45350,Y,449515199,1114+,GORDON AVE, , , , , , , 
45351,Y,449715203,165,CHANCELLOR ST, , , , , , , 
45352,Y,442915211,1538+,VIRGINIA AVE, , , , , , , 
45353,Y,448215214,417+,14TH ST NW, , , , , , , 
45354,Y,451815220,1112+,GORDON AVE, , , , , , , 
45355,Y,448415223,415,12TH ST NW, , , , , , , 
45356,Y,451315225,514,11TH ST NW, , , , , , , 
45358,Y,450515238,1411,VIRGINIA AVE, , , , , , , 
45359,Y,453815244,158,MADISON LN, , , , , , , 
45360,Y,454115250,1110+,GORDON AVE, , , , , , , 
45361,Y,448415261,413,12TH ST NW, , , , , , , 
45362,Y,453015262,1409+,VIRGINIA AVE, , , , , , , 
45363,Y,456615275,414,10 1/2 ST NW, , , , , , , 
45365,Y,456915285,163+,CHANCELLOR ST, , , , , , , 
45366,Y,457515286,504,11TH ST NW, , , , , , , 
45367,Y,455815289,415,14TH ST NW, , , , , , , 
45368,Y,454915293,407,12TH ST NW, , , , , , , 
45369,Y,455915300,507,10 1/2 ST NW, , , , , , , 
45370,Y,456115308,1100,GORDON AVE, , , , , , , 
45371,Y,461115315,1407+,VIRGINIA AVE, , , , , , , 
45372,Y,461315316,502,11TH ST NW, , , , , , , 
45373,Y,459815317,160,MADISON LN, , , , , , , 
45374,Y,457115321,1506,VIRGINIA AVE, , , , , , , 
45375,Y,463115334,403,14TH ST NW, , , , , , , 
45376,Y,459715335,1500,VIRGINIA AVE, , , , , , , 
45377,Y,459215336,406+,12TH ST NW, , , , , , , 
45378,Y,461415342,504,10 1/2 ST NW, , , , , , , 
45379,Y,461615353,363,11TH ST NW, , , , , , , 
45380,Y,468715354,402+,14TH ST NW, , , , , , , 
45381,Y,461315358,502-B,11TH ST NW, , , , , , , 
45382,Y,465015379,1,UNIVERSITY CT, , , , , , , 
45383,Y,467915381,406,10 1/2 ST NW, , , , , , , 
45384,Y,467315384,1,LATROBE CT, , , , , , , 
45385,Y,466115386,502,10 1/2 ST NW, , , , , , , 
45386,Y,467115397,133,CHANCELLOR ST, , , , , , , 
45387,Y,469015401,2,LATROBE CT, , , , , , , 
45389,Y,468215408,343,15TH ST NW, , , , , , , 
45390,Y,470715411,3,LATROBE CT, , , , , , , 
45391,Y,470215414,362,14TH ST NW, , , , , , , 
45392,Y,471415415,404,10 1/2 ST NW, , , , , , , 
45393,Y,470815420,3,UNIVERSITY CT, , , , , , , 
45394,Y,467515423,401,12TH ST NW, , , , , , , 
45395,Y,470615432,500,10 1/2 ST NW, , , , , , , 
45396,Y,468715440,409+,13TH ST NW, , , , , , , 
45397,Y,464115445,150,CHANCELLOR ST, , , , , , , 
45398,Y,474215446,430,11TH ST NW, , , , , , , 
45399,Y,410614841,1027,GRADY AVE, , , , , , , 
45400,Y,415414848,511,12TH ST NW, , , , , , , 
45401,Y,408714852,1600+,GORDON AVE, , , , , , , 
45402,Y,419114854,506,13TH ST NW, , , , , , , 
45403,Y,414714855,1307,GORDON AVE, , , , , , , 
45404,Y,413514861,1031,GRADY AVE, , , , , , , 
45405,Y,417814865,1108,GRADY AVE, , , , , , , 
45406,Y,416414869,1305,GORDON AVE, , , , , , , 
45407,Y,418014878,1303,GORDON AVE, , , , , , , 
45408,Y,420014881,509,12TH ST NW, , , , , , , 
45409,Y,418314883,485,14TH ST NW, , , , , , , 
45410,Y,420214890,1104+,GRADY AVE, , , , , , , 
45411,Y,421414892,432,15TH ST NW, , , , , , , 
45412,Y,423114906,502,13TH ST NW, , , , , , , 
45413,Y,419914909,1301,GORDON AVE, , , , , , , 
45414,Y,416614913,1025,GRADY AVE, , , , , , , 
45415,Y,420314921,1541,VIRGINIA AVE, , , , , , , 
45416,Y,423514929,423,11TH ST NW, , , , , , , 
45417,Y,423314932,1537,VIRGINIA AVE, , , , , , , 
45418,Y,425614947,428,15TH ST NW, , , , , , , 
45419,Y,424314949,507,12TH ST NW, , , , , , , 
45420,Y,427414954,1219,GORDON AVE, , , , , , , 
45421,Y,425714956,506,12TH ST NW, , , , , , , 
45422,Y,426414959,1533,VIRGINIA AVE, , , , , , , 
45423,Y,425114975,465,14TH ST NW, , , , , , , 
45424,Y,427314977,209+,CHANCELLOR ST, , , , , , , 
45425,Y,424114985,406,14TH ST NW,SCHOOL,Venable Elementary, , , , , 
45426,Y,429914990,422+,15TH ST NW, , , , , , , 
45427,Y,427914992,505,12TH ST NW, , , , , , , 
45428,Y,428514999,1034,GRADY AVE, , , , , , , 
45429,Y,430115003,504,12TH ST NW, , , , , , , 
45430,Y,430315004,1030,GRADY AVE, , , , , , , 
45431,Y,430615012,463,14TH ST NW, , , , , , , 
45432,Y,432115026,515,11TH ST NW, , , , , , , 
45433,Y,430815027,1521+,VIRGINIA AVE, , , , , , , 
45434,Y,432515033,1026,GRADY AVE, , , , , , , 
45435,Y,433715035,420,15TH ST NW, , , , , , , 
45436,Y,432415036,503+,12TH ST NW, , , , , , , 
45437,Y,432915046,1515,VIRGINIA AVE, , , , , , , 
45438,Y,434615062,1052,GRADY AVE, , , , , , , 
45439,Y,436615066,513,11TH ST NW, , , , , , , 
45440,Y,434415070,501+,12TH ST NW, , , , , , , 
45441,Y,435415074,1513+,VIRGINIA AVE, , , , , , , 
45442,Y,434215076,502,12TH ST NW, , , , , , , 
45443,Y,435615077,447,14TH ST NW, , , , , , , 
45444,Y,438015091,414,15TH ST NW, , , , , , , 
45445,Y,442915093,1536+,VIRGINIA AVE, , , , , , , 
45446,Y,438515108,500,12TH ST NW, , , , , , , 
45447,Y,440315111,408,11TH ST NW, , , , , , , 
45448,Y,442915112,1534+,VIRGINIA AVE, , , , , , , 
45449,Y,439815117,167+,CHANCELLOR ST, , , , , , , 
45450,Y,438815121,445,14TH ST NW, , , , , , , 
45451,Y,440015128,405,11TH ST NW, , , , , , , 
45452,Y,441015133,1201,GORDON AVE, , , , , , , 
45453,Y,437515138,1505,VIRGINIA AVE, , , , , , , 
45454,Y,390014535,602,13TH ST NW, , , , , , , 
45455,Y,389814537,1301,GRADY AVE, , , , , , , 
45456,Y,387914539,1202,ROSSER AVE E, , , , , , , 
45457,Y,390514547,510+,15TH ST NW, , , , , , , 
45458,Y,392414548,1525,GORDON AVE, , , , , , , 
45459,Y,389714550,1200,ROSSER AVE E, , , , , , , 
45460,Y,392114570,1503,GORDON AVE, , , , , , , 
45461,Y,392714573,510,14TH ST NW, , , , , , , 
45462,Y,393914585,1215,GRADY AVE, , , , , , , 
45464,Y,389714590,607,12TH ST NW, , , , , , , 
45465,Y,394514591,1104,ROSSER AVE E , , , , , , , 
45466,Y,394314603,1501,GORDON AVE, , , , , , , 
45467,Y,396114606,1209,GRADY AVE, , , , , , , 
45468,Y,396614607,612,11TH ST NW, , , , , , , 
45469,Y,386214611,1207,GRADY AVE, , , , , , , 
45470,Y,399314613,517-COTT,11TH ST NW, , , , , , , 
45471,Y,395014616,513,14TH ST NW, , , , , , , 
45472,Y,397414623,508,14TH ST NW, , , , , , , 
45473,Y,398014624,507,15TH ST NW, , , , , , , 
45474,Y,397514640,523,13TH ST NW, , , , , , , 
45475,Y,399114641,426+,17TH ST NW, , , , , , , 
45476,Y,399314644,517,11TH ST NW, , , , , , , 
45477,Y,392914646,1205,GRADY AVE, , , , , , , 
45478,Y,399814653,511,14TH ST NW, , , , , , , 
45479,Y,401614656,610,11TH ST NW, , , , , , , 
45480,Y,402614675,506,14TH ST NW, , , , , , , 
45481,Y,402814677,607,11TH ST NW, , , , , , , 
45482,Y,399014679,1500,GORDON AVE, , , , , , , 
45483,Y,402914682,503,15TH ST NW, , , , , , , 
45484,Y,401714687,511,13TH ST NW, , , , , , , 
45486,Y,404414702,1409,GORDON AVE, , , , , , , 
45487,Y,405014703,512,13TH ST NW, , , , , , , 
45488,Y,398914708,1105,GRADY AVE, , , , , , , 
45489,Y,406214709,608,11TH ST NW, , , , , , , 
45490,Y,395114713,400,RUGBY RD, , , , , , , 
45491,Y,406814720,504,14TH ST NW, , , , , , , 
45492,Y,406414722,422,17TH ST NW, , , , , , , 
45493,Y,406514725,509,13TH ST NW, , , , , , , 
45494,Y,409814753,510,13TH ST NW, , , , , , , 
45495,Y,409714759,605,11TH ST NW, , , , , , , 
45496,Y,406414763,418+,17TH ST NW, , , , , , , 
45497,Y,400914764,1101,GRADY AVE, , , , , , , 
45498,Y,411314769,502,14TH ST NW, , , , , , , 
45499,Y,410514772,507,13TH ST NW, , , , , , , 
45500,Y,413214787,515,12TH ST NW, , , , , , , 
45501,Y,412814791,1416,GORDON AVE, , , , , , , 
45502,Y,414214804,508,13TH ST NW, , , , , , , 
45503,Y,414614806,1414,GORDON AVE, , , , , , , 
45504,Y,413414809,513,12TH ST NW, , , , , , , 
45505,Y,412114813,601+,11TH ST NW, , , , , , , 
45506,Y,416014817,500,14TH ST NW, , , , , , , 
45507,Y,416114822,1410,GORDON AVE, , , , , , , 
45508,Y,57413,200,14TH ST NW, , , , , , , 
45509,Y,57665,101+,14TH ST NW, , , , , , , 
45510,Y,594415,100+,14TH ST NW, , , , , , , 
45511,Y,599621,1327+,W MAIN ST, , , , , , , 
45512,Y,369114326,1407+,GRADY AVE, , , , , , , 
45513,Y,371814329,507+,16TH ST NW, , , , , , , 
45514,Y,371414335,607,14TH ST NW, , , , , , , 
45515,Y,371914336,708+,12TH ST NW, , , , , , , 
45516,Y,373814350,1621,GORDON AVE, , , , , , , 
45517,Y,371114352,1508,GRADY AVE, , , , , , , 
45518,Y,369114355,1407+,GRADY AVE, , , , , , , 
45519,Y,374614360,505+,16TH ST NW, , , , , , , 
45520,Y,374714363,605,14TH ST NW, , , , , , , 
45521,Y,376414365,706,12TH ST NW, , , , , , , 
45522,Y,373314370,1405,GRADY AVE, , , , , , , 
45523,Y,375714373,606,14TH ST NW, , , , , , , 
45524,Y,374514375,609,13TH ST NW, , , , , , , 
45525,Y,375114376,705,12TH ST NW, , , , , , , 
45526,Y,376114377,1609+,GORDON AVE, , , , , , , 
45527,Y,376214392,1500+,GRADY AVE, , , , , , , 
45528,Y,378214406,1401,GRADY AVE, , , , , , , 
45529,Y,378814410,1605+,GORDON AVE, , , , , , , 
45530,Y,379714416,703,12TH ST NW, , , , , , , 
45531,Y,380414419,604,14TH ST NW, , , , , , , 
45532,Y,377714427,603,13TH ST NW, , , , , , , 
45533,Y,382114433,503,16TH ST NW, , , , , , , 
45534,Y,380514436,608+,13TH ST NW, , , , , , , 
45535,Y,382214438,1410+,GRADY AVE, , , , , , , 
45536,Y,382614441,508,16TH ST NW, , , , , , , 
45537,Y,383914455,212,ROSSER AVE E , , , , , , , 
45538,Y,384814456,1201,ROSSER AVE E , , , , , , , 
45539,Y,385014459,600,14TH ST NW, , , , , , , 
45540,Y,385914460,605,13TH ST NW, , , , , , , 
45541,Y,381014462,450,RUGBY RD, , , , , , , 
45542,Y,382714472,1305,GRADY AVE, , , , , , , 
45543,Y,384614481,1111,ROSSER AVE E , , , , , , , 
45544,Y,384914489,1113,ROSSER AVE E , , , , , , , 
45545,Y,387414490,1406,GRADY AVE, , , , , , , 
45546,Y,388614492,505,15TH ST NW, , , , , , , 
45547,Y,377014495,214,ROSSER AVE E , , , , , , , 
45548,Y,387714508,604,13TH ST NW, , , , , , , 
45549,Y,389214516,1535,GORDON AVE, , , , , , , 
45550,Y,378114517,208,ROSSER AVE E, , , , , , , 
45551,Y,386514526,1618,GORDON AVE, , , , , , , 
45552,Y,389114528,519,14TH ST NW, , , , , , , 
45553,Y,406614755,1401,GORDON AVE, , , , , , , 
45554,Y,1462719512,1207+,JOHN ST, , , , , , , 
45555,Y,1463019513,1201+,JOHN ST, , , , , , , 
45556,Y,1436915997,230+,15TH ST NW, , , , , , , 
45557,Y,1436919616,225+,14TH ST NW, , , , , , , 
45558,Y,380214435,1702,GORDON AVE, , , , , , , 
45559,Y,377314400,1704+,GORDON AVE, , , , , , , 
45560,Y,377314511,419+,17TH ST NW, , , , , , , 
45561,Y,556617485,1517+,UNIVERSITY AVE, , , , , , , 
45562,Y,552820117,1513+,UNIVERSITY AVE, , , , , , , 
45563,Y,535720120,9,ELLIEWOOD AVE, , , , , , , 
45564,Y,539517481,5+,ELLIEWOOD AVE, , , , , , , 
45565,Y,520217475,16,ELLIEWOOD AVE, , , , , , , 
45566,Y,520220124,16-1/2,ELLIEWOOD AVE, , , , , , , 
45567,Y,543416182,210+,15TH ST NW, , , , , , , 
45568,Y,543420126,209+,14TH ST NW, , , , , , , 
45569,Y,371114422,510+,16TH ST NW, , , , , , , 
45570,Y,435015056,171,MADISON LN, , , , , , , 
45571,Y,470915395,416,13TH ST NW, , , , , , , 
45572,Y,1364818386,1115+,WERTLAND ST, , , , , , , 
45573,Y,373014361,1710 +,GORDON AVE, , , , , , , 
45574,Y,545511932,219+,14TH ST NW, , , , , , , 
45575,Y,545516141,218+,15TH ST NW, , , , , , , 
45576,Y,379814407,704+,12TH ST NW, , , , , , , 
45577,Y,395614582,217,ROSSER AVE E , , , , , , , 
45578,Y,395614599,521,11TH ST NW, , , , , , , 
45579,Y,396714610,606,12TH ST NW, , , , , , , 
45580,Y,396714672,604+,12TH ST NW, , , , , , , 
45581,Y,389714635,603,12TH ST NW, , , , , , , 
45582,Y,389714681,1203,GRADY AVE, , , , , , , 
45583,Y,1394816333,1203+,WERTLAND ST, , , , , , , 
45584,Y,519515864,328+,10 1/2 ST NW, , , , , , , 
45585,Y,429815017,175+,MADISON LN, , , , , , , 
45586,Y,594719181,125+,12 1/2 ST NW, , , , , , , 
45587,Y,587116605,1306+,WERTLAND ST, , , , , , , 
45588,Y,587120031,1308+,WERTLAND ST, , , , , , , 
45589,Y,585516593,1310+,WERTLAND ST, , , , , , , 
45590,Y,1394820032,1029+,WERTLAND ST, , , , , , , 
45591,Y,1394415826,314+,14TH ST NW, , , , , , , 
45592,Y,504115730,334,11TH ST NW, , , , , , , 
45593,Y,1507219620,225,ROSSER AVE E , , , , , , , 
45594,Y,524716008,417,9TH ST NW, , , , , , , 
45595,Y,563516352,731,ANDERSON ST, , , , , , , 
45596,Y,564816366,810,ANDERSON ST, , , , , , , 
45597,Y,567616371,714,WEST ST, , , , , , , 
45598,Y,567216377,808,ANDERSON ST, , , , , , , 
45599,Y,566016381,701,WEST ST, , , , , , , 
45600,Y,564016383,908+,PAGE ST, , , , , , , 
45601,Y,567416384,213,9TH ST NW, , , , , , , 
45602,Y,564716387,206,9TH ST NW, , , , , , , 
45603,Y,567516392,600,PRESTON AVE, , , , , , , 
45604,Y,569416395,712,WEST ST, , , , , , , 
45605,Y,569316396,211,9TH ST NW, , , , , , , 
45607,Y,570216405,802+,ANDERSON ST, , , , , , , 
45608,Y,567716411,723,ANDERSON ST, , , , , , , 
45609,Y,567916412,904,PAGE ST, , , , , , , 
45610,Y,570416414,204,9TH ST NW, , , , , , , 
45611,Y,536816058,907,ANDERSON ST, , , , , , , 
45612,Y,538716062,407+,9TH ST NW, , , , , , , 
45613,Y,538516071,808,WEST ST, , , , , , , 
45614,Y,534916072,601+,DALE AVE, , , , , , , 
45615,Y,534016075,805,WEST ST, , , , , , , 
45616,Y,538716090,903,ANDERSON ST, , , , , , , 
45617,Y,542016091,806,WEST ST, , , , , , , 
45618,Y,539616095,905,ANDERSON ST, , , , , , , 
45619,Y,538216098,915,PAOLI ST, , , , , , , 
45620,Y,540716099,917,PAOLI ST, , , , , , , 
45621,Y,536716101,801,WEST ST, , , , , , , 
45622,Y,541616103,410,9TH ST NW, , , , , , , 
45624,Y,549216114,601+,PRESTON AVE, , , , , , , 
45625,Y,538716115,901,ANDERSON ST, , , , , , , 
45626,Y,540416121,913,PAOLI ST, , , , , , , 
45627,Y,545016135,804,WEST ST, , , , , , , 
45628,Y,542616142,911+,PAOLI ST, , , , , , , 
45629,Y,544616143,733,WEST ST, , , , , , , 
45630,Y,544516147,904,ANDERSON ST, , ,per ADEPT, , , , 
45631,Y,544416157,907+,PAOLI ST, , , , , , , 
45632,Y,545216160,817,ANDERSON ST, , , , , , , 
45633,Y,548416165,902,ANDERSON ST, , , , , , , 
45634,Y,547916173,912,PAOLI ST, , , , , , , 
45635,Y,550416189,800,WEST ST, , , , , , , 
45636,Y,547616195,725,WEST ST, , , , , , , 
45637,Y,550116196,910,PAOLI ST, , , , , , , 
45639,Y,551816213,908,PAOLI ST, , , , , , , 
45640,Y,551316219,723,WEST ST, , , , , , , 
45641,Y,552516221,215,ALBEMARLE ST, , , , , , , 
45642,Y,554716224,715+,WEST ST, , , , , , , 
45643,Y,555016226,820+,ANDERSON ST, , , , , , , 
45644,Y,555216227,730+,WEST ST, , , , , , , 
45645,Y,552216228,809,ANDERSON ST, , , , , , , 
45646,Y,556416233,618,HARRIS ST, , , , , , , 
45647,Y,549716239,214,9TH ST NW, , , , , , , 
45648,Y,554016240,906+,PAOLI ST, , , , , , , 
45649,Y,553316247,717,WEST ST, , , , , , , 
45650,Y,557116249,211,ALBEMARLE ST, , , , , , , 
45651,Y,557416253,728,WEST ST, , , , , , , 
45652,Y,557316256,818,ANDERSON ST, , , , , , , 
45653,Y,554716269,715+,WEST ST, , , , , , , 
45654,Y,555616279,805,ANDERSON ST, , , , , , , 
45655,Y,559816285,816,ANDERSON ST, , , , , , , 
45656,Y,560416287,920,MORTON LN, , , , , , , 
45657,Y,557516306,210,9TH ST NW, , , , , , , 
45658,Y,558516310,505,PRESTON AVE, , , , , , , 
45659,Y,562616313,814,ANDERSON ST, , , , , , , 
45660,Y,558316314,803,ANDERSON ST, , , , , , , 
45661,Y,562816316,720,WEST ST, , , , , , , 
45662,Y,561916317,217,9TH ST NW, , , , , , , 
45663,Y,564916329,718,WEST ST, , , , , , , 
45664,Y,561216341,208,9TH ST NW, , , , , , , 
45665,Y,562016344,801,ANDERSON ST, , , , , , , 
45666,Y,561516345,912,PAGE ST, , , , , , , 
45668,Y,506515755,911+,WEST ST, , , , , , , 
45669,Y,509715782,344+,10TH ST NW, , , , , , , 
45670,Y,509415787,907,WEST ST, , , , , , , 
45671,Y,512015809,905,WEST ST, , , , , , , 
45672,Y,513415812,340+,10TH ST NW, , , , , , , 
45673,Y,515215828,903,WEST ST, , , , , , , 
45674,Y,509515838,801+,HARRIS ST, , , , , , , 
45675,Y,515815839,701+,DALE AVE, , , , , , , 
45676,Y,510315842,925,ANDERSON ST, , , , , , , 
45677,Y,512315845,923,ANDERSON ST, , , , , , , 
45678,Y,513515860,921,ANDERSON ST, , , , , , , 
45679,Y,514815862,919+,ANDERSON ST, , , , , , , 
45680,Y,520415873,338,10TH ST NW, , , , , , , 
45681,Y,516615879,917,ANDERSON ST, , , , , , , 
45682,Y,518615900,915,ANDERSON ST, , , , , , , 
45683,Y,515715901,852,WEST ST, , , , , , , 
45684,Y,519815911,421+,9TH ST NW, , , , , , , 
45685,Y,519615912,713+,HARRIS ST, , , , , , , 
45686,Y,524015915,924,ANDERSON ST, , , , , , , 
45687,Y,520315916,913,ANDERSON ST, , , , , , , 
45688,Y,525615928,922,ANDERSON ST, , , , , , , 
45689,Y,525215929,336+,10TH ST NW, , , , , , , 
45690,Y,1395615932,601+,ALBEMARLE ST, , , , , , , 
45691,Y,526815934,722+,PRESTON AVE, , , , , , , 
45692,Y,526915940,920,ANDERSON ST, , , , , , , 
45693,Y,519915945,850,WEST ST, , , , , , , 
45694,Y,523615947,419,9TH ST NW, , , , , , , 
45695,Y,527915953,918,ANDERSON ST, , , , , , , 
45696,Y,523415954,911,ANDERSON ST, , , , , , , 
45697,Y,525215955,332+,10TH ST NW , , , , , , , 
45698,Y,529215965,916,ANDERSON ST, , , , , , , 
45699,Y,525215976,336-C,10TH ST NW , , , , , , , 
45700,Y,530215977,914,ANDERSON ST, , , , , , , 
45701,Y,531415994,912,ANDERSON ST, , , , , , , 
45702,Y,531016003,422,9TH ST NW, , , , , , , 
45703,Y,532816010,908+,ANDERSON ST, , , , , , , 
45704,Y,533916022,909,ANDERSON ST, , , , , , , 
45705,Y,534116025,906,ANDERSON ST, , , , , , , 
45706,Y,529316028,413,9TH ST NW, , , , , , , 
45707,Y,531816037,807,WEST ST, , , , , , , 
45708,Y,531716044,409,9TH ST NW, , , , , , , 
45709,Y,474615452,821+,ALBEMARLE ST, , , , , , , 
45711,Y,470015469,910+,PRESTON AVE, , , , , , , 
45712,Y,472015474,403,10TH ST NW, , , , , , , 
45713,Y,476915480,701,CHARLTON AVE, , , , , , , 
45714,Y,1396115504,705,FOREST ST, , , , , , , 
45715,Y,482215545,703,FOREST ST, , , , , , , 
45716,Y,495315551,702+,CHARLTON AVE, , , , , , , 
45717,Y,479915566,815,DALE AVE, , , , , , , 
45718,Y,485015568,805,ALBEMARLE ST, , , , , , , 
45720,Y,490815591,703+,CHARLTON AVE, , , , , , , 
45721,Y,482615595,811,DALE AVE, , , , , , , 
45722,Y,491715615,820,DALE AVE, , , , , , , 
45723,Y,485815622,807,DALE AVE, , , , , , , 
45724,Y,492315626,811,PRESTON AVE, , , , , , , 
45725,Y,493215627,361+,10TH ST NW, , , , , , , 
45726,Y,499315640,900,PRESTON AVE, , , , , , , 
45727,Y,497515654,805+,PRESTON AVE, , , , , , , 
45728,Y,491515658,801,DALE AVE, , , , , , , 
45729,Y,496015659,923+,WEST ST, , , , , , , 
45730,Y,502115711,919,WEST ST, , , , , , , 
45731,Y,503315717,917,WEST ST, , , , , , , 
45732,Y,502015723,351,10TH ST NW, , , , , , , 
45733,Y,495315732,705+,DALE AVE, , , , , , , 
45734,Y,505415739,913,WEST ST, , , , , , , 
45735,Y,505815745,346,10TH ST NW, , , , , , , 
45736,Y,442415143,908,FOREST ST, , , , , , , 
45737,Y,441715144,1002,GRADY AVE, , , , , , , 
45738,Y,442715147,804,HENRY AVE, , , , , , , 
45739,Y,443815157,702,CONCORD AVE, , , , , , , 
45740,Y,438615158,629+,BOOKER ST, , , , , , , 
45741,Y,444015171,800+,ROSE HILL DR, , , , , , , 
45742,Y,1395915172,802,HENRY AVE, , , , , , , 
45743,Y,446715186,904,FOREST ST, , , , , , , 
45744,Y,447815192,628,BOOKER ST, , , , , , , 
45745,Y,450215193,715+,HENRY AVE,,, , , , , 
45746,Y,443015196,621,BOOKER ST, , , , , , , 
45747,Y,450015209,902,FOREST ST, , , , , , , 
45749,Y,1395915218,800,HENRY AVE, , , , , , , 
45750,Y,447115241,619,BOOKER ST, , , , , , , 
45751,Y,450415243,416,10TH ST NW, , , , , , , 
45752,Y,455415267,907,ALBEMARLE ST, , , , , , , 
45753,Y,454815272,633+,ROSE HILL DR, , , , , , , 
45754,Y,452415299,613,BOOKER ST, , , , , , , 
45755,Y,458215302,620,BOOKER ST, , , , , , , 
45756,Y,458815318,809,FOREST ST, , , , , , , 
45757,Y,462215320,710,HENRY AVE, , , , , , , 
45758,Y,462015337,805,FOREST ST, , , , , , , 
45760,Y,462115349,616,BOOKER ST, , , , , , , 
45761,Y,471315362,706+,HENRY AVE, , , , , , , 
45762,Y,460715365,714,ROSE HILL DR, , , , , , , 
45763,Y,463415367,901,ALBEMARLE ST, , , , , , , 
45764,Y,464015373,803,FOREST ST, , , , , , , 
45765,Y,462915387,629,ROSE HILL DR, , , , , , , 
45766,Y,469115391,706,ROSE HILL DR, , , , , , , 
45767,Y,467615392,801,FOREST ST, , , , , , , 
45768,Y,464915395,414+,10TH ST NW, , , , , , , 
45769,Y,471215412,814,CHARLTON AVE, , , , , , , 
45770,Y,472615426,704,ROSE HILL DR, , , , , , , 
45771,Y,467215433,509,ROSE HILL DR, , , , , , , 
