OBJECTID,BIN,ST_NUMBER,ST_UNIT,UNIT_TYPE,PREDIR,ST_NAME,SUFFIX,POSTDIR,ZIP,STSEGID,USE_TYPE,MasterAddressID
13522,91110951,1280,,, ,KENWOOD,LN, ,22901, ,R,94576
13523,91510991,1405,,, ,LEHIGH,CIR, ,22901, ,R,94577
13524,30777579,1360,,, ,RIVER,RD, ,22901, ,C,94587
13525,144711654,1410,,, ,DAIRY,RD, ,22903, ,R,94588
13526,1269913,101,,, ,SEMINOLE,CT, ,22901, ,C,94589
13527,1569947,1940,,, ,MICHAEL,PL, ,22901, ,R,94590
13528,1619953,100,,, ,WILSON,CT, ,22901, ,R,94591
13529,19110003,105,,, ,WILSON,CT, ,22901, ,R,94592
13530,20110015,104,,, ,WILSON,CT, ,22901, ,R,94593
13531,22310051,2208,,, ,BRANDYWINE,DR, ,22901, ,R,94594
13532,23010060,1661,,, ,BRANDYWINE,DR, ,22901, ,R,94595
13533,68558524,700,,,E,JEFFERSON,ST, ,22902, ,C,94596
13534,68608526,809,,,E,JEFFERSON,ST, ,22902, ,C,94597
13535,95811018,1289,,, ,KENWOOD,LN, ,22901, ,R,94598
13536,96011025,1407,,, ,HOLLY,RD, ,22901, ,R,94599
13537,101211083,1711,,, ,GALLOWAY,DR, ,22901, ,R,94600
13538,101311081,1290,,, ,KENWOOD,LN, ,22901, ,R,94601
13539,102011102,1301,,, ,LESTER,DR, ,22901, ,R,94602
13540,106011138,1294,,, ,KENWOOD,LN, ,22901, ,R,94603
13541,106411142,1302,,, ,LESTER,DR, ,22901, ,R,94604
13542,107623455,820,,, ,5TH,ST,SW,22902, ,R,94605
13543,1501519740,945,,, ,RAYMOND,RD, ,22902, ,R,94606
13544,72448671,934,,,E,JEFFERSON,ST, ,22902, ,C,94607
13545,65128412,1007,,,E,HIGH,ST, ,22902, ,C,94608
13546,382214438,1410,20,#, ,GRADY,AVE, ,22903, ,R,94609
13547,382214438,1410,21,#, ,GRADY,AVE, ,22903, ,R,94610
13548,86741450,719,,, ,LEVY,AVE, ,22902, ,R,94612
13549,86831458,615,,, ,HINTON,AVE, ,22902, ,R,94613
13550,87711489,600,,, ,HINTON,AVE, ,22902, ,R,94614
13551,87771541,627,,, ,HINTON,AVE, ,22902, ,R,94615
13552,88411547,720,,, ,LEVY,AVE, ,22902, ,R,94616
13553,884217247,325,,, ,MONTICELLO,RD, ,22902, ,R,94617
13554,105353214,602,,, ,MONTROSE,AVE, ,22902, ,R,94618
13555,167511965,1604,,, ,BRUCE,AVE, ,22903, ,R,94619
13556,101622796,124,,, ,STRIBLING,AVE, ,22903, ,R,94620
13557,134596920,1000,105,#, ,LINDEN,AVE, ,22902, ,R,94622
13558,134236880,103,C,UNIT, ,KEYSTONE,PL, ,22902, ,C,94623
13559,211212578,1863,,, ,FENDALL,AVE, ,22903, ,R,94624
13560,360114214,104,,, ,BOLLINGWOOD,RD, ,22903, ,R,94625
13561,49210404,2111,32,APT, ,MICHIE,DR, ,22901, ,R,94626
13562,62410570,2206,10,#, ,NORTH BERKSHIRE,RD, ,22901, ,R,94627
13563,332913755,828,K,UNIT, ,CABELL,AVE, ,22903, ,R,94628
13564,332913626,818,J,UNIT, ,CABELL,AVE, ,22903, ,R,94629
13565,7303460,1712,6,#, ,JEFFERSON PARK,AVE, ,22903, ,R,94630
13566,81251044,416,A,APT, ,4TH,ST,SW,22902, ,R,94631
13567,97959682,1613,,,E,MARKET,ST, ,22902, ,R,94641
13568,367914312,113,,, ,CAMERON,LN, ,22903, ,R,94642
13569,116764766,976,,, ,ROCK CREEK,RD, ,22903, ,R,94644
13570,371114422,510,B,UNIT, ,16TH,ST,NW,22903, ,R,94646
13571,1436919616,225,401,APT, ,14TH,ST,NW,22903, ,R,94647
13572,367214298,1117,6,#, ,FOREST,ST, ,22903, ,R,94648
13573,26210084,105,,, ,GREENBRIER,TER, ,22901, ,R,94649
13574,29510121,2218,,, ,GREENBRIER,DR, ,22901, ,R,94650
13575,31910193,2135,,, ,TARLETON,DR, ,22901, ,R,94651
13576,468215408,343,,, ,15TH,ST,NW,22903, ,R,94652
13577,98942432,723,,, ,ORANGEDALE,AVE, ,22903, ,R,94653
13578,236712916,1437,,, ,RUGBY,AVE, ,22903, ,R,94654
13579,247513035,1438,,, ,RUGBY,AVE, ,22903, ,R,94655
13580,126625879,929,,, ,RIVES,ST, ,22902, ,R,94656
13581,630616953,1001,,,W,MAIN,ST, ,22903, ,C,94657
13582,62138293,605,,, ,GROVE,AVE, ,22902, ,R,94658
13583,64728402,539,,, ,CAROLINE,AVE, ,22902, ,R,94659
13584,474015585,717,,, ,LYONS COURT,LN, ,22902, ,R,94660
13585,71488636,1108,,, ,LITTLE HIGH,ST, ,22902, ,R,94661
13586,7479557,112,9,APT, ,MONTEBELLO,CIR, ,22903, ,R,94662
13587,554016240,906,B,APT, ,PAOLI,ST, ,22903, ,R,94663
13588,77158820,1302,,, ,LITTLE HIGH,ST, ,22902, ,R,94664
13589,78968898,1101,,,E,MARKET,ST, ,22902, ,R,94665
13590,116311283,1618,,, ,YORKTOWN,DR, ,22901, ,R,94666
13591,117911309,1424,,, ,KENWOOD,LN, ,22901, ,R,94667
13592,32027535,1102,B,APT, ,RIVER,CT, ,22901, ,R,94668
13593,253813133,1851,,, ,WAYSIDE,PL, ,22903, ,R,94669
13594,1449924,2320,,, ,TARLETON,DR, ,22901, ,R,94670
13595,89781655,229,,, ,SHAMROCK,RD, ,22903, ,R,94671
13596,1394317487,1509,,, ,UNIVERSITY,AVE, ,22903, ,C,94672
13597,273813300,1010,,, ,GLENDALE,RD, ,22901, ,R,94673
13598,105513230,704,,, ,BLENHEIM,AVE, ,22902, ,R,94674
13599,105663237,806,,, ,BOLLING,AVE, ,22902, ,R,94675
13600,106243373,801,,, ,BLENHEIM,AVE, ,22902, ,R,94676
13601,106383337,710,,, ,BLENHEIM,AVE, ,22902, ,R,94677
13602,376114377,1609,4,#, ,GORDON,AVE, ,22903, ,R,94678
13603,376114377,1609,5,#, ,GORDON,AVE, ,22903, ,R,94679
13604,382214438,1410,10,#, ,GRADY,AVE, ,22903, ,R,94680
13605,382214438,1410,11,#, ,GRADY,AVE, ,22903, ,R,94681
13606,95563151,752,E,APT, ,PROSPECT,AVE, ,22903, ,R,94682
13607,95563283,772,B,APT, ,PROSPECT,AVE, ,22903, ,R,94683
13608,593716648,11,13,APT, ,ALTAMONT,CIR, ,22902, ,R,94684
13609,593716648,11,14,APT, ,ALTAMONT,CIR, ,22902, ,R,94685
13610,6768259,103,D2,APT, ,VALLEY,RD, ,22903, ,R,94367
13611,132766975,1002,108,#, ,LINDEN,AVE, ,22902, ,R,94368
13612,61810566,2213,,, ,BANBURY,ST, ,22901, ,R,94369
13613,61910562,1606,,, ,JAMESTOWN,DR, ,22901, ,R,94370
13614,402814677,607,,, ,11TH,ST,NW,22903, ,R,94371
13615,405014703,512,,, ,13TH,ST,NW,22903, ,R,94372
13616,413414809,513,,, ,12TH,ST,NW,22903, ,R,94373
13617,27017476,1117,A,APT, ,RIVER,CT, ,22901, ,R,94374
13618,1394515877,304,16,APT, ,14TH,ST,NW,22903, ,R,94419
13619,1394515877,304,17,APT, ,14TH,ST,NW,22903, ,R,94420
13620,91681863,1517,,, ,BROAD,AVE, ,22903, ,R,94421
13621,86210884,1632,,, ,ST ANNES,RD, ,22901, ,R,94422
13622,90110947,1630,,, ,ST ANNES,RD, ,22901, ,R,94423
13623,103511100,120,,, ,BRANDYWINE,CT, ,22901, ,R,94424
13624,103511100,122,,, ,BRANDYWINE,CT, ,22901, ,R,94425
13625,27017476,1117,B,APT, ,RIVER,CT, ,22901, ,R,94426
13626,556316255,500,22,APT, ,MCINTIRE,RD, ,22902, ,R,94686
13627,1436919616,225,403,APT, ,14TH,ST,NW,22903, ,R,94687
13628,88641565,407,A,UNIT, ,VALLEY RD,EXT, ,22903, ,R,92434
13629,134596920,1000,103,#, ,LINDEN,AVE, ,22902, ,R,92533
13630,420014881,509,,, ,12TH,ST,NW,22903, ,R,92623
13631,540620133,1309,D5,UNIT, ,WERTLAND,ST, ,22903, ,R,92714
13632,430615012,463,,, ,14TH,ST,NW,22903, ,R,92797
13633,370014334,975,A,UNIT, ,LOCUST,AVE, ,22901, ,R,92885
13634,359014194,1701,D4,UNIT, ,ALLIED,ST, ,22903, ,C,92886
13635,299513633,1613,B,APT, ,AMHERST,ST, ,22903, ,R,92887
13636,298813620,1615,A,APT, ,AMHERST,ST, ,22903, ,R,92888
13637,649385264,220,,,W,MARKET,ST, ,22902, ,C,92889
13638,458515273,903,,, ,ALBEMARLE,ST, ,22903, ,R,92890
13639,477015462,900,,, ,HARRIS,ST, ,22903, ,C,92891
13640,1396115504,705,,, ,FOREST,ST, ,22903, ,R,92892
13641,482215545,703,,, ,FOREST,ST, ,22903, ,R,92893
13642,544916123,314,,, ,10TH,ST,NW,22903, ,R,92894
13643,545016135,804,,, ,WEST,ST, ,22903, ,R,92895
13644,284013462,1009,,, ,HOLMES,AVE, ,22901, ,R,92896
13645,285013499,615,,, ,NORTH,AVE, ,22901, ,R,92897
13646,289813504,608,,, ,NORTH,AVE, ,22901, ,R,92898
13647,30957513,1108,,, ,RIVER,CT, ,22901, ,R,92203
13648,32227539,1012,,, ,PEARTREE,LN, ,22901, ,R,92204
13649,32727547,1014,,, ,PEARTREE,LN, ,22901, ,R,92205
13650,69787,2311,,, ,GLENN,CT, ,22901, ,R,92206
13651,89786,2317,,, ,GLENN,CT, ,22901, ,R,92207
13652,189795,2310,,, ,GLENN,CT, ,22901, ,R,92208
13653,209796,2325,,, ,GLENN,CT, ,22901, ,R,92209
13654,219797,2250,,, ,BRANDYWINE,DR, ,22901, ,R,92210
13655,68010658,2202,202,#, ,NORTH BERKSHIRE,RD, ,22901, ,C,92353
13656,64410607,2306,B,UNIT, ,DELLMEAD,LN, ,22901, ,R,92354
13657,65810623,2304,B,UNIT, ,DELLMEAD,LN, ,22901, ,R,92355
13658,214912643,115,B,APT, ,MEGAN,CT, ,22901, ,R,92356
13659,230412794,105,A,APT, ,MEGAN,CT, ,22901, ,R,92357
13660,84651355,2300,A,UNIT, ,PRICE,AVE, ,22903, ,R,92358
13661,226412784,908,2,#, ,COTTAGE,LN, ,22903, ,R,92359
13662,193712324,112,B,UNIT, ,HOWARD,DR, ,22903, ,R,92360
13663,13933261,740,2A,UNIT, ,WALKER,SQ, ,22903, ,R,92361
13664,13933261,740,2B,UNIT, ,WALKER,SQ, ,22903, ,R,92362
13665,712022448,109,8,#,W,WATER,ST, ,22902, ,R,92363
13666,712022448,109,7,#,W,WATER,ST, ,22902, ,R,92364
13667,695822450,107,17,APT,W,WATER,ST, ,22902, ,R,92365
13668,614816835,404,,, ,HEDGE,ST, ,22902, ,R,92366
13669,121545355,106,A,UNIT, ,HARTMANS MILL,RD, ,22902, ,R,92367
13670,67738482,820,8,#,E,HIGH,ST, ,22902, ,C,92368
13671,1474317318,126,C,UNIT, ,GARRETT,ST, ,22902, ,R,92369
13672,1474317318,126,D,UNIT, ,GARRETT,ST, ,22902, ,R,92370
13673,643217043,701,205,#,E,HIGH,ST, ,22902, ,R,92371
13674,1466817424,949,,, ,RAYMOND,RD, ,22902, ,R,92372
13675,127376318,1600,30,LOT, ,6TH,ST,SE,22902, ,R,92373
13676,134186844,227,,, ,MONTE VISTA,AVE, ,22903, ,R,92374
13677,100852649,2312,,, ,CENTER,AVE, ,22903, ,R,95275
13678,332813944,100,,, ,ALDERMAN,RD, ,22903, ,I,95276
13679,132896697,219,,, ,OLD LYNCHBURG,RD, ,22903, ,R,95277
13680,303413649,2120,C,UNIT, ,IVY,RD, ,22903, ,C,94938
13681,7667634,406,,,E,WATER,ST, ,22902, ,C,94939
13682,46010344,2205,,, ,SHELBY,DR, ,22901, ,R,94940
13683,7826806,1003,B,APT, ,CHERRY,AVE, ,22903, ,R,94941
13684,31127518,1101,B,APT, ,RIVER,CT, ,22901, ,R,94942
13685,460815339,712,,, ,PARK,ST, ,22902, ,R,94944
13686,95992201,1612,,, ,CENTER,AVE, ,22903, ,R,94945
13687,132916626,505,B,APT, ,MOSELEY,DR, ,22903, ,R,95332
13688,132446637,503,B,APT, ,HARRIS,RD, ,22903, ,R,95333
13689,132356613,114,B,APT, ,HARRIS,RD, ,22903, ,R,95334
13690,400214650,922,A,UNIT, ,HENRY,AVE, ,22903, ,R,95335
13691,135657032,110,B,APT, ,LONGWOOD,DR, ,22903, ,R,95336
13692,135887061,112,B,APT, ,LONGWOOD,DR, ,22903, ,R,95337
13693,465715383,2025,,, ,THOMSON,RD, ,22903, ,R,95338
13694,466915394,2043,,, ,THOMSON,RD, ,22903, ,R,95339
13695,477715492,138,,, ,MADISON,LN, ,22903, ,R,95340
13696,478615534,1962,,, ,THOMSON,RD, ,22903, ,R,95341
13697,483115540,4,,, ,UNIVERSITY,CT, ,22903, ,R,95342
13698,483415578,1956,,, ,THOMSON,RD, ,22903, ,R,95343
13699,491215605,130,,, ,MADISON,LN, ,22903, ,R,95344
13700,492215648,1942,,, ,THOMSON,RD, ,22903, ,R,95345
13701,500215715,1930,,, ,THOMSON,RD, ,22903, ,R,95346
13702,501117471,22,,, ,ELLIEWOOD,AVE, ,22903, ,C,95347
13703,511515833,1914,,, ,THOMSON,RD, ,22903, ,R,95348
13704,512117473,20,,, ,ELLIEWOOD,AVE, ,22903, ,C,95349
13705,513817474,19,,, ,ELLIEWOOD,AVE, ,22903, ,C,95350
13706,6813166,114,,, ,OAKHURST,CIR, ,22903, ,R,95351
13707,6814182,116,,, ,OAKHURST,CIR, ,22903, ,R,95352
13708,7182325,510,,, ,VALLEY,RD, ,22903, ,R,95353
13709,7247366,515,,, ,VALLEY,RD, ,22903, ,R,95354
13710,7531555,523,,, ,VALLEY,RD, ,22903, ,R,95355
13711,1429018380,220,,, ,HUNTLEY,AVE, ,22903, ,R,95356
13712,7535584,140,,, ,VALLEY,RD, ,22903, ,R,95357
13713,7894874,126,,, ,MAYWOOD,LN, ,22903, ,R,95358
13714,6583110,104,,, ,STADIUM,RD, ,22903, ,R,95359
13715,7168326,314,,, ,MONTEBELLO,CIR, ,22903, ,R,95360
13716,7226359,312,,, ,MONTEBELLO,CIR, ,22903, ,R,95361
13717,7542574,116,,, ,DUNOVA,CT, ,22903, ,R,95362
13718,7585608,112,,, ,DUNOVA,CT, ,22903, ,R,95363
13719,7589617,1900,,, ,STADIUM,RD, ,22903, ,R,95364
13720,117964949,936,,, ,ROCK CREEK,RD, ,22903, ,R,95366
13721,113564398,1715,A,APT, ,CHERRY,AVE, ,22903, ,R,95367
13722,7881935,1800,210,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,95368
13723,130866417,2617,B,APT, ,WILLARD,DR, ,22903, ,R,93871
13724,129486435,123,B,APT, ,WELK,PL, ,22903, ,R,93872
13725,132216595,108,B,APT, ,WELK,PL, ,22903, ,R,93873
13726,150611772,2401,31,APT, ,ARLINGTON,BLVD, ,22903, ,R,93874
13727,150611772,2401,32,APT, ,ARLINGTON,BLVD, ,22903, ,R,93875
13728,163811956,2400,1/2,APT, ,ARLINGTON,BLVD, ,22903, ,R,93876
13729,128886197,522,A,APT, ,CLEVELAND,AVE, ,22903, ,R,93877
13730,29747494,1109,,, ,RIVER,CT, ,22901, ,R,93878
13731,721322436,111,A,UNIT,E,WATER,ST, ,22902, ,C,94044
13732,49210404,2111,36,APT, ,MICHIE,DR, ,22901, ,R,94045
13733,49210404,2111,29B,APT, ,MICHIE,DR, ,22901, ,R,94046
13734,178917897,100,E,UNIT, ,MELBOURNE PARK,CIR, ,22901, ,R,94047
13735,178917897,100,F,UNIT, ,MELBOURNE PARK,CIR, ,22901, ,R,94048
13736,132766975,1002,106,#, ,LINDEN,AVE, ,22902, ,R,94049
13737,132766975,1002,107,#, ,LINDEN,AVE, ,22902, ,R,94050
13738,166711947,1601,,, ,GREENLEAF,LN, ,22903, ,R,94051
13739,119375127,903,,, ,ALTAVISTA,AVE, ,22902, ,R,95423
13740,119445146,1005,,, ,ELLIOTT,AVE, ,22902, ,R,95424
13741,537616059,1057,,, ,PAGE,ST, ,22903, ,R,95425
13742,538316060,1110,,, ,PAGE,ST, ,22903, ,R,95426
13743,539316078,1055,,, ,PAGE,ST, ,22903, ,R,95427
13744,543816134,313,,, ,10TH,ST,NW,22903, ,R,95428
13745,544816127,1100,,, ,PAGE,ST, ,22903, ,R,95429
13746,64518395,501,,, ,GROVE,AVE, ,22902, ,C,95430
13747,62258295,707,,, ,GILLESPIE,AVE, ,22902, ,R,95431
13748,124245678,1015,3,#, ,ALTAVISTA,AVE, ,22902, ,R,95432
13749,124245678,1015,4,#, ,ALTAVISTA,AVE, ,22902, ,R,95433
13750,121135283,105,,, ,ERIC,PL, ,22903, ,R,95434
13751,121225280,711,,, ,HIGHLAND,AVE, ,22903, ,R,95435
13752,121855354,1604,,, ,ANTOINETTE,AVE, ,22903, ,R,95436
13753,121905356,1610,,, ,DUBLIN,RD, ,22903, ,R,95437
13754,268313272,1017,,, ,BIRDWOOD,RD, ,22903, ,R,95438
13755,397714647,125,,, ,CAMERON,LN, ,22903, ,R,95439
13756,147455501,802,,, ,NASSAU,ST, ,22902, ,R,95440
13757,432315059,210,,, ,SPRIGG,LN, ,22903, ,R,95441
13758,81771113,409,,, ,RIDGE,ST, ,22902, ,R,95442
13759,82151183,413,,, ,RIDGE,ST, ,22902, ,R,95443
13760,667422035,112,,,W,MARKET,ST, ,22902, ,C,95444
13761,627622040,108,,, ,2ND,ST,NW,22902, ,C,95445
13762,6818184,616,,,W,MAIN,ST, ,22903, ,C,95446
13763,681922039,101,,,W,MAIN,ST, ,22902, ,C,95447
13764,358714210,1001,,, ,PARK,ST, ,22901, ,R,95448
13765,361814244,1000,,, ,PARK,ST, ,22901, ,R,95449
13766,361914258,907,,, ,PARK,ST, ,22901, ,R,95450
13767,180712191,1617,,, ,OXFORD,RD, ,22903, ,R,93419
13768,354314173,2112,,, ,TWYMAN,RD, ,22903, ,R,93420
13769,355514179,605,,, ,CABELL,AVE, ,22903, ,R,93421
13770,7002245,1,,, ,GILDERSLEEVE WOOD, , ,22903, ,R,93422
13771,6999244,2,,, ,GILDERSLEEVE WOOD, , ,22903, ,R,93423
13772,7813853,122,,, ,MAYWOOD,LN, ,22903, ,R,93424
13773,135477005,534,,, ,MOSELEY,DR, ,22903, ,R,96297
13774,135487008,2727,,, ,MCELROY,DR, ,22903, ,R,96298
13775,135817041,209,,, ,AZALEA,DR, ,22903, ,R,96299
13776,382314545,1207,C,UNIT, ,HARRIS,ST, ,22903, ,C,96300
13777,157811860,2101,503,APT, ,ARLINGTON,BLVD, ,22903, ,R,97058
13778,157811860,2101,504,APT, ,ARLINGTON,BLVD, ,22903, ,R,97059
13779,157811860,2101,511,APT, ,ARLINGTON,BLVD, ,22903, ,R,97060
13780,157811860,2101,512,APT, ,ARLINGTON,BLVD, ,22903, ,R,97061
13781,157811860,2101,519,APT, ,ARLINGTON,BLVD, ,22903, ,R,97062
13782,157811860,2101,520,APT, ,ARLINGTON,BLVD, ,22903, ,R,97063
13783,157811860,2101,528,APT, ,ARLINGTON,BLVD, ,22903, ,R,97064
13784,157811860,2101,529,APT, ,ARLINGTON,BLVD, ,22903, ,R,97065
13785,157811860,2101,536,APT, ,ARLINGTON,BLVD, ,22903, ,R,97066
13786,157811860,2101,537,APT, ,ARLINGTON,BLVD, ,22903, ,R,97067
13787,157811860,2101,544,APT, ,ARLINGTON,BLVD, ,22903, ,R,97068
13788,157811860,2101,545,APT, ,ARLINGTON,BLVD, ,22903, ,R,97069
13789,691821214,308,E,REAR,E,MARKET,ST, ,22902, ,R,97070
13790,1466420002,937,,, ,RAYMOND,RD, ,22903, ,R,97071
13791,740420010,821,,, ,KING,ST, ,22903, ,R,97072
13792,632516977,233,A,UNIT, ,4TH,ST,NW,22903, ,C,97073
13793,632516977,233,P,UNIT, ,4TH,ST,NW,22903, ,C,97074
13794,632516977,233,Y,UNIT, ,4TH,ST,NW,22903, ,C,97075
13795,632516977,233,W,UNIT, ,4TH,ST,NW,22903, ,C,97076
13796,1425520011,235,,, ,HUNTLEY,AVE, ,22903, ,R,97077
13797,1711520012,910,,, ,ROCKLAND,AVE, ,22902, ,R,97078
13798,206912495,1500,,, ,OXFORD,RD, ,22903, ,R,97079
13799,207912511,1108,,, ,HERNDON,RD, ,22903, ,R,97080
13800,210712573,1517,,, ,RUTLEDGE,AVE, ,22903, ,R,97081
13801,211012580,1515,,, ,RUTLEDGE,AVE, ,22903, ,R,97082
13802,7637630,924,,, ,KING,ST, ,22903, ,R,97083
13803,7645644,926,,, ,KING,ST, ,22903, ,R,97084
13804,7881935,1800,101,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,95796
13805,82521281,102,4,#, ,SHAMROCK,RD, ,22903, ,R,95797
13806,82521281,102,5,#, ,SHAMROCK,RD, ,22903, ,R,95798
13807,120705253,232,A,UNIT, ,SUNSET,AVE, ,22903, ,R,95799
13808,82521281,102,9,#, ,SHAMROCK,RD, ,22903, ,R,95800
13809,82521281,102,12,#, ,SHAMROCK,RD, ,22903, ,R,95801
13810,82521281,102,13,#, ,SHAMROCK,RD, ,22903, ,R,95802
13811,626716927,300,401,#, ,PRESTON,AVE, ,22902, ,C,95803
13812,653717060,218,1,#,W,MARKET,ST, ,22902, ,C,95804
13813,128876278,1105,S,UNIT, ,DRUID,AVE, ,22902, ,R,95805
13814,6790155,500,301,#, ,COURT,SQ, ,22902, ,R,95806
13815,125295745,2611,,, ,JEFFERSON PARK,AVE, ,22903, ,R,95808
13816,125895848,2613,,, ,JEFFERSON PARK,AVE, ,22903, ,R,95809
13817,128506169,2706,,, ,JEFFERSON PARK,AVE, ,22903, ,R,95810
13818,128676191,2703,,, ,JEFFERSON PARK,AVE, ,22903, ,R,95811
13819,130526411,2720,,, ,JEFFERSON PARK,AVE, ,22903, ,R,95812
13820,130886451,2722,,, ,JEFFERSON PARK,AVE, ,22903, ,R,95813
13821,470015469,912,,, ,PRESTON,AVE, ,22903, ,C,95814
13822,107753507,612,,, ,SHAMROCK,RD, ,22903, ,R,95815
13823,107943565,113,,, ,ELKHORN,RD, ,22903, ,R,95816
13824,87371579,2321,,, ,FONTAINE,AVE, ,22903, ,R,95817
13825,108393587,614,,, ,SHAMROCK,RD, ,22903, ,R,95818
13826,37137719,1170,,, ,RIVER,RD, ,22901, ,C,95819
13827,41337753,1176,,, ,RIVER,RD, ,22901, ,C,95820
13828,46337888,1140,,, ,RIVER,RD, ,22901, ,C,95821
13829,40510307,2127,,, ,TARLETON,DR, ,22901, ,R,95822
13830,116211292,1609,,, ,YORKTOWN,DR, ,22901, ,R,95823
13831,231412838,613,,, ,BEECHWOOD,DR, ,22901, ,R,95824
13832,231812815,624,,, ,WILDER,DR, ,22901, ,R,95825
13833,147011676,1626,,, ,GREENLEAF,LN, ,22903, ,R,95826
13834,150311716,1608,,, ,OAKLEAF,LN, ,22903, ,R,95827
13835,137311546,2024,,, ,SPOTTSWOOD,RD, ,22903, ,R,95828
13836,138411573,1517,,, ,DAIRY,RD, ,22903, ,R,95829
13837,138511576,2011,,, ,SPOTTSWOOD,RD, ,22903, ,R,95830
13838,140211587,1518,A,APT, ,DAIRY,RD, ,22903, ,R,95831
13839,140411604,2003,,, ,SPOTTSWOOD,RD, ,22903, ,R,95832
13840,98689703,1803,1/2,UNIT, ,CHESAPEAKE,ST, ,22902, ,R,95833
13841,658817101,200,,, ,6TH,ST,NW,22903, ,R,95834
13842,77810773,1602,,, ,CEDAR HILL,RD, ,22901, ,R,95835
13843,78210782,1605,,, ,CEDAR HILL,RD, ,22901, ,R,95836
13844,28697470,1136,,, ,ST CLAIR,AVE, ,22901, ,R,95837
13845,101712821,1205,,, ,CARLTON,AVE, ,22902, ,R,95838
13846,81051286,1000,B,UNIT, ,CHERRY,AVE, ,22903, ,I,95839
13847,173312029,1982,7,#, ,ARLINGTON,BLVD, ,22903, ,R,95849
13848,175912058,1980,H,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,95850
13849,175912058,1980,G,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,95851
13850,522015913,312,27,UNIT, ,13TH,ST,NW,22903, ,R,95852
13851,7881935,1800,808,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,95853
13852,7881935,1800,811,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,95854
13853,157011852,2422,A6,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,95855
13854,157011875,2420,B1,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,95856
13855,157011787,2434,D2,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,95857
13856,157011787,2434,D3,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,95858
13857,157011787,2434,D4,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,95859
13858,157011808,2432,C5,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,95860
13859,157011808,2432,C6,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,95861
13860,157011853,2428,F1,UNIT, ,ARLINGTON,BLVD, ,22903, ,R,95862
13861,1394515877,304,14,APT, ,14TH,ST,NW,22903, ,R,95863
13862,102662965,1301,3,STE, ,CARLTON,AVE, ,22902, ,C,95864
13863,102662965,1303,4,UNIT, ,CARLTON,AVE, ,22902, ,C,95865
13864,101722768,123,A,UNIT, ,FRANKLIN,ST, ,22902, ,R,95866
13865,13938445,206,A,UNIT, ,5TH,ST,SW,22903, ,R,95867
13866,100012652,1617,,, ,MULBERRY,AVE, ,22903, ,R,96601
13867,307013682,1117,A,APT, ,PRESTON,AVE, ,22903, ,R,96602
13868,311613706,107,,, ,BARBOUR,DR, ,22903, ,R,96603
13869,109873754,809,,, ,ORANGEDALE,AVE, ,22903, ,R,96604
13870,147611685,1422,,, ,GENTRY,LN, ,22903, ,R,96605
13871,147911686,1420,,, ,GENTRY,LN, ,22903, ,R,96606
13872,149911720,1401,,, ,RUGBY,RD, ,22903, ,R,96607
13873,150711735,1319,,, ,HILLTOP,RD, ,22903, ,R,96608
13874,418014878,1303,,, ,GORDON,AVE, ,22903, ,R,96609
13875,419914909,1301,,, ,GORDON,AVE, ,22903, ,R,96610
13876,439215123,1014,,, ,GRADY,AVE, ,22903, ,R,96611
13877,441015133,1201,,, ,GORDON,AVE, ,22903, ,R,96612
13878,594816664,206,,, ,10TH,ST,NW,22903, ,R,96613
13879,596016702,305,,, ,7TH,ST,NW,22903, ,R,96614
13880,597016688,808,,, ,PAGE,ST, ,22903, ,R,96615
13881,383214470,1104,,, ,FOREST,ST, ,22903, ,I,96616
13882,386314522,1107,,, ,FOREST,ST, ,22903, ,R,96617
13883,394714632,811,,, ,CONCORD,AVE, ,22903, ,R,96618
13884,85521356,602,,, ,9TH,ST,SW,22903, ,R,96619
13885,7580586,312,,, ,7 1/2,ST,SW,22903, ,R,96620
13886,7642640,316,,, ,7 1/2,ST,SW,22903, ,R,96621
13887,375714373,606,,, ,14TH,ST,NW,22903, ,R,96622
13888,376414365,706,,, ,12TH,ST,NW,22903, ,R,96623
13889,446915191,700,,, ,CONCORD,AVE, ,22903, ,R,96624
13890,380614500,218,,, ,ROSSER,AVE,E ,22903, ,R,96625
13891,122075392,1013,,, ,RIDGE,ST, ,22902, ,R,96626
13892,92691917,1401,,, ,FOREST RIDGE,RD, ,22903, ,R,96627
13893,97492323,1410,,, ,FOREST RIDGE,RD, ,22903, ,R,96628
13894,97832388,605,,, ,ROCK CREEK,RD, ,22903, ,R,96629
13895,100482616,1417,,, ,FOREST RIDGE,RD, ,22903, ,R,96630
13896,100522605,1416,,, ,FOREST RIDGE,RD, ,22903, ,R,96631
